Author_name,#Followers,Author Following,Account Created,Verified,Location,Text,Length,likes,Language,Retweets,Time
nitishkumar_ind,2,252,2020-04-23 12:11:59,False,,@amazonIN @AmazonHelp Why I have not received a cash back even after my offer on upi id https://t.co/8g0eJjDNb3,"[0, 87]",0,en,2,2021-04-18 14:15:03
guggusingh321,192,151,2020-08-06 17:37:38,False,,"RT @ImNitinJ30: SSRian is not only in my twitter profile but now in my @amazonIN profile as well.

From today onwards every parcel of mine…","[0, 139]",0,en,201,2021-04-18 14:14:15
avnyysh_av,37,5,2016-01-09 13:42:47,False,"Bengaluru, India","@amazon @amazonIN @JeffBezos
You guys promised me to deliver this product by today.
And After long wait, talked with your customer representatives they are saying that they'll deliver the item to me by tomorrow.
How irresponsible service. https://t.co/T5ae3IciQb","[0, 238]",0,en,0,2021-04-18 14:13:29
Yugrajesh1,2283,2041,2016-07-18 10:49:00,False,"No4,Privet Drive,Little whingi","RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 14:12:30
dattatray45,237,1459,2012-01-08 11:33:17,False,,"@PBLIndiaLive @amazonIN My Perfect Screenshot..

#PauseTheGif  #PBL.
#RiseOfTheRacquet 
@PBLIndiaLive 
@amazonIN 
 https://t.co/sxxKWCkvrn","[24, 138]",0,en,0,2021-04-18 14:12:17
AmitGarade1,41,315,2019-06-24 08:11:15,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 14:09:29
Dinesh_the_star,3979,4687,2016-10-09 18:12:52,False,"Gurgaon, India","INTELLIGENT
DISPLAY CHIP
is my favourite
feature because
Main Highlight of
this chip is to
level up the gaming
experience with
Frame Rate
and AI HDR.

This will be the most
interesting feature
to experience.......
@IqooInd #IQOO7series
@amazonIN

 https://t.co/9RzVOQ3CFo","[0, 271]",3,en,0,2021-04-18 14:07:34
Vishwas67818919,0,12,2021-03-24 16:22:28,False,,@realmeTechLife @amazonIN It's not better battery back-up,"[26, 57]",0,en,0,2021-04-18 14:07:34
kdoodi,656,2452,2011-06-12 05:40:13,False,"Jodhpur, Rajasthan India","STORE Duracell Ultra line AA Battery, 10 Pieces STORE https://t.co/XeDSIruNis via @amazonIN","[0, 91]",0,it,0,2021-04-18 14:07:23
imtanzeemahmad,189,561,2019-09-29 09:50:26,False,Earth,Shame on you @amazonIN https://t.co/bsEFMtwaMW,"[0, 22]",0,en,0,2021-04-18 14:07:19
sidd_raii,671,587,2016-04-27 12:53:36,False,"Ranchi, India",RT @Chetankrishna: Timely and engaging conversation with @rssharma3 on India’s healthcare challenges and tech solutions being deployed in i…,"[0, 140]",0,en,2,2021-04-18 14:07:05
sidd_raii,671,587,2016-04-27 12:53:36,False,"Ranchi, India","RT @amazonIN: @Chetankrishna in conversation with @rssharma3 the man behind #coWIN,a solution for planning,implementing,monitoring,&amp; evalua…","[0, 144]",0,en,3,2021-04-18 14:06:48
aapiaajju,152,413,2019-03-12 14:14:42,False,winterfell,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 14:06:30
kdoodi,656,2452,2011-06-12 05:40:13,False,"Jodhpur, Rajasthan India","STORE Duracell Ultra line AA Battery, 10 Pieces STORE https://t.co/1buL54r2hh via @amazonIN","[0, 91]",0,it,0,2021-04-18 14:06:18
Janhavimahajan6,1,21,2019-05-26 06:39:03,False,,I don't think anybody ever wins anything on Amazon it's a scam @amazonIN #IWonOnAmazon,"[0, 86]",0,en,0,2021-04-18 14:06:12
ManojKumarGovin,26,544,2013-05-23 02:55:04,False,"Chennai, India",@ICICIBank_Care amazon credit card not getting otp at times. Really irritating. I keep on raising concern still no resolution. @amazonIN,"[0, 136]",0,en,0,2021-04-18 14:06:05
lifecarenews247,59,30,2015-06-06 22:50:37,False,"Rajkot, India","Virtually flags off fleet of electric vehicles as Amazon India reaffirm by Nitin Gadkari

#NitinGadkari #virtually #flagsoff #fleet #ElectricVehicles #AmazonIndia #reaffirms #commitment #building #sustainable #supplychain #Lifecarenews @AmazonIN @amazondot... https://t.co/JbkcgfhIb7","[0, 259]",1,en,1,2021-04-18 14:06:04
liyakataligour,13,15,2019-12-31 13:39:54,False,,"#AmazonFunzoneSlots
#AmazonQuiz
@amazonIN 
@amazonpay 
@amazon 
@liyakataligour https://t.co/zPFW6UZPZ5","[0, 79]",1,und,0,2021-04-18 14:05:44
dpk_patel,70,13,2011-02-15 02:39:00,False,Rajkot,@amazonIN I want to cancel an order but its showing unable to get the tracking information and there is no cancel option I found in order details. please check attached screenshot. https://t.co/O0oZMBb0v7,"[0, 180]",0,en,0,2021-04-18 14:05:19
arijit36413,56,219,2010-09-17 12:10:50,False,"San Francisco, CA",@samtiw80 @amazonIN @PMOIndia Yes dada unfortunately back to back to high value electronics product and u can see for urself @amazonIN  dint even bother to reply,"[30, 161]",0,en,0,2021-04-18 14:05:14
manikumar4144,305,1493,2012-05-09 08:09:18,False,"Bengaluru South, India",RT @manikumar4144: @IqooInd @amazonIN Waiting for the launch,"[0, 60]",0,en,1,2021-04-18 14:05:11
kdoodi,656,2452,2011-06-12 05:40:13,False,"Jodhpur, Rajasthan India","STORE Duracell Ultra line AA Battery, 10 Pieces STORE https://t.co/M3FEJ4nVrM via @amazonIN","[0, 91]",0,it,0,2021-04-18 14:05:03
MahmadSolanki,3,35,2014-03-15 09:56:16,False,,"Virtually flags off fleet of electric vehicles as Amazon India reaffirm by Nitin Gadkari

#NitinGadkari #virtually #flagsoff #fleet #ElectricVehicles #AmazonIndia #reaffirms #commitment #building #sustainable #supplychain #Lifecarenews @AmazonIN @amazondot... https://t.co/LoaqWlm0HS","[0, 259]",1,en,1,2021-04-18 14:03:10
adkhabar,2,3,2021-01-19 14:17:59,False,,"Virtually flags off fleet of electric vehicles as Amazon India reaffirm by Nitin Gadkari

#NitinGadkari #virtually #flagsoff #fleet #ElectricVehicles #AmazonIndia #reaffirms #commitment #building #sustainable #supplychain #Lifecarenews @AmazonIN @amazondot... https://t.co/pyBm9vAvsu","[0, 259]",1,en,1,2021-04-18 14:03:05
himanshuerarora,109,267,2010-07-07 13:50:33,False,Bharat,@Hero_Electric Would love to see my next order delivered on one of these @amazonIN,"[15, 82]",0,en,0,2021-04-18 14:02:13
NareshKulkarn27,7,116,2017-02-04 15:51:34,False,,"RT @IqooInd: Experience super-charged performance and power with 66W FlashCharge.⚡

With FULL charge in 30 mins on the new #iQOO7, there’s…","[0, 139]",0,en,66,2021-04-18 14:01:47
piyushakak4,5462,492,2018-01-21 18:13:17,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 14:00:42
kritikasrawat25,3153,257,2009-08-18 08:54:04,False,Bombay,"RT @RealtyNXT: #NewsUpdate | Amazon: Committed To Creating Conducive Ecosystem For Indian Brands @amazonIN

#Amazon #realtynxt #retail #eco…","[0, 140]",0,en,1,2021-04-18 14:00:15
ShivRajMathur1,3167,2580,2012-01-18 17:12:36,False,In a morally dead nation,"RT @The_PeaceLover: @kapsology @amazonIN In 2019, this same Venus N95 mask was procured by the Delhi govt just  @ 19.75 per mask.
Now see i…","[0, 140]",0,en,3,2021-04-18 14:00:02
er_vishnu1991,7,136,2019-03-03 00:05:34,False,,"@Durgesh82586640 @amazonIN @PrakashJavdekar मुझे भी टूटा हुआ बैग मिला है और वापस नहीं ले रहे
online fraud by @amazonIN","[44, 118]",1,hi,0,2021-04-18 13:59:48
ShivRajMathur1,3167,2580,2012-01-18 17:12:36,False,In a morally dead nation,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:59:40
24Rasigan,11,11,2020-07-12 02:26:58,False,,"RT @sm_anna358: Thanks @Suriya_offl &amp; @amazonIN @PrimeVideoIN @PrimeVideo for hindi dubbed for best movies, 
Such movies have not been made…","[0, 144]",0,en,8,2021-04-18 13:59:22
Davechintan7,641,1461,2019-02-04 15:54:21,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:59:04
er_vishnu1991,7,136,2019-03-03 00:05:34,False,,"@amazonIN @PrakashJavdekar Received one product damaged on 12 April
Trying to return it from 12 April
Four times contacted with customer care executive they are giving only dates &amp; applying again and again for return request from their end
No response on call, Put in waiting &amp; disconnected
Very bad service","[27, 315]",0,en,0,2021-04-18 13:58:42
RadhikaNiranja2,474,613,2021-03-15 02:54:30,False,,"@AmitAgarwal @RachnaRajpoot5 @anandmahindra @Maheshsbabu @sohinder_gill It was great to listen to industry leaders @anandmahindra
@Maheshsbabu @sohinder_gill addressing @amazonIN's commitment towards the electrification of its last-mile delivery fleet.  #AmazonSmbhav @MahindraElctrc @Hero_Electric #Atmanirbharbharat @AmitAgarwal","[72, 330]",1,en,0,2021-04-18 13:58:16
prateeka,248,422,2009-03-13 16:11:10,False,"New Delhi, India","@amazonIN It was privileged to attend #AmazonSmbhav. Really all the 4-days power-packed sessions are very informative and learned a lot.
I believe you'll also give some gifts to the people who stand and collect the points on the leaderboard during #AmazonSmbhav","[0, 261]",0,en,0,2021-04-18 13:58:04
anupagrawal23,1429,1381,2009-06-07 13:19:08,False,"Maharashtra, India","RT @The_PeaceLover: @kapsology @amazonIN In 2019, this same Venus N95 mask was procured by the Delhi govt just  @ 19.75 per mask.
Now see i…","[0, 140]",0,en,3,2021-04-18 13:56:56
AK67majhi,508,276,2010-06-24 12:38:03,False,India,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:56:46
mahapatra_abhi,1226,493,2009-05-29 05:42:47,False,India,"@kushanmitra @amazonIN Cheers, Kushan.","[23, 38]",0,nl,0,2021-04-18 13:55:52
AtnurkarAkash,8,68,2016-03-05 01:19:09,False,,RT @mehul23mrk: @amazonIN @AmazonHelp why are the information tech and computer products perphirlas  deemed non essential to you and unavai…,"[0, 140]",0,en,3,2021-04-18 13:55:14
RaginiP85759427,348,499,2021-03-15 02:30:39,False,,"@AmitAgarwal @RachnaRajpoot5 @anandmahindra @Maheshsbabu @sohinder_gill Glad to hear industry players @amazonIN, @MahindraElctrc, 
@Hero_Electric &amp; EVage on collaborating one step towards #ClimatePledge @sohinder_gill @anandmahindra, @Maheshsbabu #AmazonSmbhav #Atmanirbharbharat @amazonIN @AmitAgarwal","[72, 306]",1,en,0,2021-04-18 13:54:41
640Nani,24,96,2020-01-08 14:34:16,False,"Andhra Pradesh, India","RT @IqooInd: Experience super-charged performance and power with 66W FlashCharge.⚡

With FULL charge in 30 mins on the new #iQOO7, there’s…","[0, 139]",0,en,66,2021-04-18 13:53:28
muttimatti,573,614,2009-04-08 19:06:01,False,HELSINKI,Mun amazonin puuboa joi tänään uudesta vesikupistaan ja se oli cute AF 🙇🏻‍♂️ https://t.co/7yMQqqiWqt,"[0, 76]",17,fi,0,2021-04-18 13:53:10
akg7091,146,630,2009-05-04 00:10:33,False,Aryavart,"RT @IqooInd: Experience super-charged performance and power with 66W FlashCharge.⚡

With FULL charge in 30 mins on the new #iQOO7, there’s…","[0, 139]",0,en,66,2021-04-18 13:53:07
RadhikaNiranja2,474,613,2021-03-15 02:54:30,False,,"@AmitAgarwal @RachnaRajpoot5 @anandmahindra @Maheshsbabu @sohinder_gill Glad to hear industry players @amazonIN, @MahindraElctrc, 
@Hero_Electric &amp; EVage on collaborating one step towards #ClimatePledge @sohinder_gill @anandmahindra, @Maheshsbabu #AmazonSmbhav #Atmanirbharbharat @amazonIN @AmitAgarwal","[72, 306]",0,en,0,2021-04-18 13:53:06
tarun142605,2,21,2014-03-20 06:37:08,False,,"hey @Uber_India, @amazonIN, @myntra, @dominos_india, @NetflixIndia, @hotstartweets, @oyorooms and @MyNykaa haaaaaaaave you met @getsimpl","[0, 136]",1,en,0,2021-04-18 13:52:28
samtiw80,28,40,2014-04-08 06:04:24,False,,"@arijit36413 @amazonIN @PMOIndia If you are complaining Bro, has to be super genuine.","[33, 85]",1,en,0,2021-04-18 13:51:55
lkjmi,8,231,2012-12-16 06:30:42,False,,@kapsology @amazonIN Where is the moral or ethics?,"[21, 50]",0,en,0,2021-04-18 13:50:37
indigokores,1063,547,2010-03-14 18:08:02,False,"Seoul, Republic of Korea",RT @kapsology: @tweetingpritha @amazonIN Buy it. N95 provides max protection against this virus,"[0, 95]",0,en,1,2021-04-18 13:50:26
pankaj4144,500,1985,2009-09-23 05:34:09,False,India,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:50:09
Chintanbhatt07,60,227,2009-10-02 10:25:16,False,India,@amazonIN received a product in  damaged and open condition. https://t.co/xUfFJgAkJw,"[0, 60]",0,en,0,2021-04-18 13:48:28
hardiksethi20,0,9,2019-10-12 06:17:11,False,,"@gkchetann @GyanTherapy @Flipkart @amazonIN I have experienced the same too. And then they show prices after ""exchange value"" to fool people.","[44, 141]",0,en,0,2021-04-18 13:48:04
The_AKS_Factor,7,9,2011-07-14 09:07:11,False,"Jaipur, Mumbai","Amazon Order # 407-8098426-5675566
The compressor of AC received in completely damaged condition with massive oily leakages!
Delivered today, First EMI already deducted &amp; now they are suggesting a REFUND instead of REPLACEMENT !
#Amazon #AmazonSmbhav @amazon @amazonIN @JeffBezos https://t.co/NP9lRL5GCP","[0, 283]",0,en,0,2021-04-18 13:47:45
Made_InDelhi,126,354,2013-11-17 03:59:18,False,"Delhi, India","RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:47:17
vijayanandam1,51,44,2014-09-16 08:11:48,False,bangalore,@amazonIN Delivery associate refusing to deliver doorstep and parcel got delayed by two days. Contacted your customer again and again to no avail? Is there anything you can do?,"[0, 176]",0,en,0,2021-04-18 13:46:59
meprvn,801,1133,2010-05-19 12:14:48,False,"New Delhi, India","RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:46:50
Prince871220400,2,160,2017-05-01 10:02:33,False,"Karimnagar, India","Monster waiting to unleash on April 26th #IQOO7series @IqooInd @amazonIN
The very astonishing feature is the charging in 22 min full 100% https://t.co/SvHfT0dEWN","[0, 137]",0,en,0,2021-04-18 13:46:35
Sadhnas32805695,889,1680,2021-03-15 07:56:22,False,,"Great collaboration of @amazonIN with @MahindraElctrc, @Hero_Electric &amp; @EvageVentures for a sustainable supply chain. #AmazonSmbhav #AatmanirbharBharat @nitin_gadkari @PMOIndia @AmitAgarwal @DIPPGOI @minmsme https://t.co/MATttE7XIK","[0, 212]",0,en,0,2021-04-18 13:45:57
PiyushBawari22,857,471,2018-05-23 09:29:37,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:45:41
sum_it_up_24,32,139,2018-09-15 14:21:15,False,"karnal, India","RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:44:55
RupamGu84845725,812,1292,2021-03-15 07:59:06,False,,"Engaging session by @Maheshsbabu &amp; @sohinder_gill, CEO, @Hero_Electric as they addressed @amazonIN's commitment towards the electrification of its last-mile delivery fleet. #AmazonSmbhav #SmbhavHai @amazonIN @AmitAgarwal @PMOIndia @DIPPGOI #AatmanirbharBharat https://t.co/7kPe1oHLOn","[0, 263]",0,en,0,2021-04-18 13:44:54
parwez1,511,402,2010-04-01 15:42:17,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:44:43
hallagullaboy,18298,3632,2010-09-30 18:04:18,False,delhi,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:44:40
AkhileshRofl,386,1103,2019-05-04 08:30:19,False,"Lucknow, India","@kapsology @amazonIN Opportunity
https://t.co/whAqt0uGUI","[21, 56]",0,en,0,2021-04-18 13:44:15
iamsairabano,714,4555,2011-02-14 03:52:57,False,"New Delhi, India","RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:42:39
thegoelmohit,86,274,2010-06-29 07:54:31,False,New Delhi,"@amazonIN Ordered product in February month, no delivery till now... Amazon improve your service","[0, 96]",0,en,0,2021-04-18 13:40:18
Stayyyycool,63,99,2020-02-12 14:32:09,False,,"RT @sm_anna358: Thanks @Suriya_offl &amp; @amazonIN @PrimeVideoIN @PrimeVideo for hindi dubbed for best movies, 
Such movies have not been made…","[0, 144]",0,en,8,2021-04-18 13:37:35
Peacefu31870651,7,173,2020-11-03 17:05:42,False,,"@amazonIN @pranavbhasin Don't buy from this site they are fraud I order a laptop on 21/3/21 received defective , and revert back now more than 20 days elapsed no refund and no response received.
Order no. 5538 https://t.co/fInQNvCBYJ","[24, 209]",0,en,0,2021-04-18 13:36:56
kapsology,158809,1300,2009-12-10 10:17:43,True,Delhi ,@tweetingpritha @amazonIN Buy it. N95 provides max protection against this virus,"[26, 80]",3,en,1,2021-04-18 13:36:34
ani_gaikwad,16,31,2014-06-29 11:16:36,False,bas yahi pe,@amazonIN such a third class service Amazon. If u guts call me I will show ur aukat,"[0, 83]",0,en,0,2021-04-18 13:36:07
nongam_konyak,28,23,2017-10-22 13:01:54,False,Dimapur Nagaland,"@amazonIN @OnePlus_IN 
#AmazonMobileInsider #OnePlus9Series https://t.co/EVe4Hvw158","[0, 59]",0,und,0,2021-04-18 13:35:43
BharatS60079744,789,853,2019-03-05 08:19:34,False,India,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:33:13
pandey_priyanka,1438,640,2010-05-15 12:57:33,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:32:12
Socrateszero,47,39,2014-01-08 04:04:07,False,,@amazonIN You guys advertise on your site that you deliver ONLY essential items. But when we select such items it says it cant deliver to Mumbai. Wht a bummer. same story last year. But @Flipkart delivers such items to this city.,"[0, 229]",0,en,0,2021-04-18 13:29:51
SunitaDevi9667,13,42,2021-01-20 13:07:33,False,"New Delhi, India",RT @GulabSingh9891: INTELLIGENT DISPLAY CHIP is my favourite feature because Main Highlight of this chip is to level up the gaming experien…,"[0, 140]",0,en,1,2021-04-18 13:29:19
sanjeevk3,1240,1179,2010-01-18 09:37:26,False,"New Delhi, India","RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:28:28
tweetingpritha,12065,5068,2013-01-28 16:42:56,False,,@kapsology @amazonIN Will it provide good protection against covid?If yes then I will also buy it.,"[21, 98]",0,en,0,2021-04-18 13:28:07
DevSarkaar,911,3088,2018-08-03 16:25:33,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:26:28
yoursoumya,75,445,2012-10-17 07:59:21,False,kolkata,"hi @Uber_India, @amazonIN, @myntra and @NetflixIndia plz get pay later option  #KeepItSimpl","[0, 91]",0,en,0,2021-04-18 13:25:29
KRISHANMOHANKR6,554,1393,2020-09-15 08:48:18,False,"New Delhi, India",RT @PrakashJavdekar: #AmazonSmbhav,"[0, 34]",0,und,28,2021-04-18 13:24:53
prakashCdutta,11,580,2019-03-06 16:18:55,False,"West Bengal, India","@amazonIN @amazon
আমি আমাজন থেকে এতো বেশি মুদিখানার মালপত্র কিনি এবং মোবাইলের রিচার্জ, upi পেমেন্ট করি তাতে কোম্পানির উচিৎ ""পয়লা বৈশাখ ১৪২৮"" উপলক্ষে আমাকে মিষ্টির প্যাকেট, কিছু গিফট দেওয়া  🤣🤣 
#15Apr2021
#শুভঃ_বাংলা_নববর্ষ https://t.co/94neNMaLtf","[0, 224]",0,bn,0,2021-04-18 13:24:16
ShieldVoC,17698,98,2019-06-08 15:40:33,False,"Stockholm, Sweden",RT @Tarun_tks: Mithila Raj...Seriously??? @amazonIN @amazon @IndiaToday @BCCIWomen @AmazonHelp @M_Raj03 @KirenRijiju https://t.co/6Y3AXdTnDK,"[0, 140]",0,en,1,2021-04-18 13:23:09
ShieldVoC,17698,98,2019-06-08 15:40:33,False,"Stockholm, Sweden",RT @koolingflower: @amazonIN I was suppose to get handset today.i paid but I don't have any status ..@AmazonHelp https://t.co/wjLmlZsSpV,"[0, 136]",0,en,1,2021-04-18 13:21:56
ItsAamAadmi,1717,1431,2012-08-28 17:27:57,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:20:37
ashishgen257,65,2391,2012-07-22 05:08:49,False,"New Delhi, India","RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:19:47
AmitAzadAgarwal,1432,1618,2011-07-28 04:27:31,False,"New Delhi, India","RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:18:49
Bhawdeep,33,69,2010-03-11 06:56:43,False,"New Delhi, India",@AmazonHelp @amazonIN Didn’t received any email from your side. Make sure the email ID is bh******sa**i@yahoo.in,"[12, 112]",0,en,0,2021-04-18 13:18:47
Tarun_tks,113,391,2011-04-08 13:47:11,False,"Mumbai, India",Mithila Raj...Seriously??? @amazonIN @amazon @IndiaToday @BCCIWomen @AmazonHelp @M_Raj03 @KirenRijiju https://t.co/6Y3AXdTnDK,"[0, 101]",0,en,1,2021-04-18 13:18:30
ShieldVoC,17698,98,2019-06-08 15:40:33,False,"Stockholm, Sweden",RT @subhash_t2: @amazonIN the Pantry experience was very good; you have merged it to @AmazonFresh - pathetic experience - platform is not u…,"[0, 140]",0,en,1,2021-04-18 13:18:13
Suriya_Thrissur,137,404,2021-01-14 06:38:22,False,,"RT @sm_anna358: Thanks @Suriya_offl &amp; @amazonIN @PrimeVideoIN @PrimeVideo for hindi dubbed for best movies, 
Such movies have not been made…","[0, 144]",0,en,8,2021-04-18 13:17:30
Silkynsarp,577,617,2020-09-11 03:24:40,False,☀️,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:16:49
koolingflower,37,25,2010-03-20 18:14:36,False, India,@amazonIN I was suppose to get handset today.i paid but I don't have any status ..@AmazonHelp https://t.co/wjLmlZsSpV,"[0, 93]",0,en,1,2021-04-18 13:16:21
preetgrewalgill,197,231,2013-04-09 15:14:14,False,"patiala, amritsar, germany","RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:15:40
Leo_Dazz,36,86,2011-01-26 18:16:46,False,,Unleash the monster within. #iQoo7series @IqooInd @amazonIN. https://t.co/crx6PrtlSz,"[0, 60]",0,en,0,2021-04-18 13:15:14
subhash_t2,104,30,2010-02-13 18:07:04,False,New Delhi,@amazonIN the Pantry experience was very good; you have merged it to @AmazonFresh - pathetic experience - platform is not user friendly; most of the items not visible - the basic ones as well. @AmazonHelp,"[0, 204]",0,en,1,2021-04-18 13:14:06
nirmalavodafone,15,373,2019-10-17 15:46:35,False,,@kapsology @amazonIN Any day better than the local chemist.,"[21, 59]",1,en,0,2021-04-18 13:13:46
Bhawdeep,33,69,2010-03-11 06:56:43,False,"New Delhi, India","@AmazonHelp @amazonIN As discussed with Amazon customer care, they can schedule return but can’t provide replacement of the correct article. Is this the service provided by the Amazon to your customers? Delay in orders results in mental agony, who will compensate that?","[12, 269]",0,en,0,2021-04-18 13:13:27
arcatronindia,889,134,2015-04-12 06:44:00,False,"Pune, Maharashtra",RT @dhruv_toshniwal: @_StartupEvents @arcatronindia @amazonIN Congratulations! You are doing phenomenal work @ganeshunwired,"[0, 123]",0,en,1,2021-04-18 13:13:08
Alya_ism,2778,1465,2019-05-13 07:02:35,False,RHT❤️M,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:12:15
imvikverma,548,2214,2017-05-27 07:46:24,False,"Mumbai, India",RT @balbir59: Amul milk not available on @amazonIN @Rssamul ji why sir or are they pushing other brands,"[0, 103]",0,en,1,2021-04-18 13:11:48
MhaskarChief,4677,633,2013-02-02 08:06:36,False,Mangalore | Ratnagiri,@street_figtr @kapsology @amazonIN No. It's a good quality mask used in hospitals too. Unless the venus brand is faked,"[35, 118]",1,en,0,2021-04-18 13:10:52
diasfluis,136,195,2009-01-16 05:50:13,False,"Goa, India",.@amazonIN I purchased an ebook from you today and the money has been debited from my account. I got an email saying that the payment didn't go through but this is not correct. How do I contact you? Is there an email I could write to?,"[0, 234]",0,en,0,2021-04-18 13:09:09
balbir59,13926,846,2010-03-02 13:41:13,False,Mumbai,Amul milk not available on @amazonIN @Rssamul ji why sir or are they pushing other brands,"[0, 89]",5,en,1,2021-04-18 13:08:47
PatelChhoteraja,226,357,2021-03-19 05:38:44,False,,A very important point highlighted by @svembu that we need to look at the rural economy not just as a source of demand but as a source of production and wealth creation! Very true! #AmazonSmbhav @manish_tiwary @amazonIN @PMOIndia @minmsme @DIPPGOI https://t.co/OQV5QcfNjB,"[0, 247]",0,en,0,2021-04-18 13:08:41
kadityaworlds,104,96,2017-04-15 11:54:14,False,fascist regime,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:07:53
NeoAutomata,86,168,2016-05-19 18:26:40,False,,@street_figtr @kapsology @amazonIN Venus is NIOSH certified. You May check it's validity in CDC's NIOSH website. But many fake venus masks are also being sold online.,"[35, 166]",0,en,0,2021-04-18 13:07:52
Sid_Healthcare,3026,2156,2015-12-20 06:37:37,False,"Pune, India","#India @amazonIN launches $250mn venture fund for agri, #healthcare and SMB #startups https://t.co/hG08EzhjDi","[0, 109]",0,en,0,2021-04-18 13:07:44
homosapien79,133,501,2019-08-09 13:15:19,False,Third planet,"@kapsology @amazonIN What can you expect more, when there is lack of regulations. It's bound to happen.....","[21, 107]",0,en,0,2021-04-18 13:03:45
SyedNaz55822014,7,197,2021-01-31 15:11:22,False,,@kapsology @amazonIN Its all business to them.🤷‍♂️,"[21, 50]",0,en,0,2021-04-18 13:02:42
UmeshVe59541773,333,467,2021-03-19 05:44:24,False,,"It is really important to discuss the key role of the rural economy towards country's economic growth! 
Thanks to @svembu sir for giving attention to this area during his session at #AmazonSmbhav
@amazonIN @PMOIndia @manish_tiwary @minmsme #AatmanirbharBharat https://t.co/ngv7ZEW9me","[0, 259]",0,en,0,2021-04-18 13:02:42
JestChill,1280,552,2010-07-05 12:09:20,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:02:21
SyedNaz55822014,7,197,2021-01-31 15:11:22,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:02:16
