labels,Text,likes
-1,im sick of your fucking shit @apple,880
0,"@jengolbeck @apple introducing iglove, an apple product allowing one to single-handedly operate an iphone 6.",934
0,@apple sets its own timetable (rather than chasing the #competition) by focusing on #customerexperience   #cx #cem,212
0,"today's show on demand features @lawyerpeteschulte on #policebodycameras; @apple opening in #toledo, &amp; hot 5 at 5! ",54
0,#aapl:one thing everyone is getting wrong when it comes to the apple televis...,2492
0,#aapl: steve jobs to be star witness in #apple ipod lawsuit: steve jobs e1294712990453 #aapl: steve jobs to be... ,449
0,mozilla planning to release firefox ios app in the future  #aapl,765
0,@renoxalex @apple or hang loose ???,342
0,@landonboyd93 @renoxalex @apple wheres the lava lamp emoji?,309
0,"ok, @apple, @sprint if you're going to sell each other's stuff, provide each other with visibility into each other's order systems.",1184
-1,i had the facebook app but my dumbass deleted it and now i can't redownload cause it says i need ios7 suck my fucking ass @apple,90
0,"#mkt final #aapl #putcallratios for tuesday, december 2, 2014:  ",88
0,"final #aapl #putcallratios for tuesday, december 2, 2014  via hamzei  $$",186
0,"rt @hamzeianalytics: new ha blog post &gt;&gt;&gt; final #aapl #putcallratios for tuesday, december 2, 2014:  ",133
0,amazon (amzn) ecosystem: the biggest threat to #aapl stock: amzn amazon (amzn) ecosystem: the biggest threat t... ,636
-1,@apple get cha shit together and fix my phone !!!,338
0,@theweldingroom @apple @monster @redbull you need to try the ultra red monster!,24
0,@caseypieper @theweldingroom @apple @monster @redbull i heard monster was the hebrew devil. lol,296
0,@shampeau @theweldingroom @apple @monster @redbull no holds bar huh?,786
0,"#aapl:after-hours buzz: apple, bob evans farms &amp; more...",490
0,"@shampeau @caseypieper @apple @monster @redbull  ultra red? ok, i have some research to do... i've seen the coffee, white, blue",1062
-1,@iirwanks ick yo @apple autocorrect ruse,137
-1,ok i muted the groupchat but i still get notifications uhm @apple what the hell,480
-1,@iambrozie @apple will it give me edward scissorhands length fingers? because then i might be able to use this!,637
-1,"sitting here waiting for more than half hour for my 'appt' @apple , watching 'geniuses' talk crap about their customers in the open, nice...",275
1,loving my #carplay unit in my honda fit!  works great.  i just hope more apps make it to carplay!  come on @apple!!,1053
0,iphones of the future could save themselves when you drop them  #aapl #smhq,775
-1,it would be nice if i could type more than one sentence without my computer freezing up @apple @microsoft @word @internet @everyone,668
0,"final #aapl #putcallratios for tuesday, december 2, 2014 ",14
0,@apple-dee-ap early signs of liver damage &amp; how to strengthen your liver ,29
-1,"yo @apple wtf is wrong with you people? make it easier to delete contacts already, gosh damn it!!!",3
-1,@apple why does the clock disappear in siri? it's super annoying when you want to set an alarm and suddenly you can't see the time.,1000
0,dear @apple i would like an #imac with touch screen more than a watch,1394
-1,my dad called now my musics arent playing jesus christ @apple problematic,1036
-1,fuck you fuck you so much i hate you @apple,441
0,"#aapl:in emails, jobs determined to keep ipod apple-only...",424
-1,l.a. school district officially ends $1.3 billion ipad initiative in the midst of an fbi investigation  #aapl,375
0,will i become immune to bugs like @apple? @womenofhistory: you become like the 5 people you spend most of your time with. #choosewisely,114
-1,well imessage doesn't work thanks @apple,519
-1,next year my goal is to be #apple free. tired of their bs. @apple @itunessupport,1340
1,"@jengolbeck @apple yep, the only jump i'd make from my 5 now is to 5s. at least good deals on 5s now with 6 out.",189
-1,@anneohirsch @apple my 5s was great - just had a cracked screen &amp; a dying battery. i'm thinking about trading the 6 in for a new 5s :(,1041
0,@apple patents active fall protection system that shifts iphones in midair ,284
1,. @apple is the most innovative company of 2014  via @techcocktail #innovation,1032
-1,also i've had my iphone 6 for two days and it's already broken shout out to @apple,15
-1,"uh, is @apple making fun of french people (and being rude) in their new iphone 6 'call from anywhere' ad?! that's how it seemed to me.",998
0,one thing everyone is getting wrong when it comes to the #apple television #aapl  ,3
0,the future of #apple #aapl  ,64
-1,i am feeling creatively stifled by the current emoji selection @apple,154
-1,@apple fuck you bitches my phones abrick and stuck on the apple logo,918
1,we know raul is just going to love his brand new art supplies!  thank you @sarahinthiscity @apple!,341
0,"aapl 'buy' reiterated,  target raised to $130 by bank of america merrill lynch $aapl brief explanation here:   #aapl",765
-1,"forget #apple, here are better #tech stocks to buy | the motley fool #aapl ",681
0,"stock #market today moving on wmt, #aapl, and uber news: money morning: the company reported more than 1.5 bil... ",1320
0,"morgan stanley sells #apple inc., but #aapl stock still a buy: #aapl stock news morgan stanley sells apple inc... ",506
-1,one good thing about waiting in the @apple store for my 'appointment' is that i cleared up the backlog of emails from my inbox,491
0,product hunters: the functional (and whimsical) keyboards for #ios8 - forbes #aapl ,192
0,"move aside #apple and #google, #alibaba is entering the connected car space - forbes #baba #goog #aapl ",271
-1,imessage isn't working thanks @apple,939
0,@nickruz4 @apple i can't i just got a new phone /;,140
-1,no at typo changing my words. get it together @apple,1962
0,$aapl has 17 analyst ratings in the last 30 days and 94% are positive. median target: $130 (13% upside).  #aapl,1478
-1,"hey @apple could you make an iphone charger that lasts more than a month? sincerely, a broke high school student who wants her phone charged",111
-1,fuck apple for allowing ppl to access the camera when the phone is locked fuck you fuck you @apple,275
-1,"why don't we have an ape emoji on iphones? or a middle finger? it's almost 2015, step it up @apple.",9
-1,@apple i am beginning to think your products are crap,347
-1,my iphone 6 finally came after almost 3 weeks don't think i'll forget this @apple,85
0,"#aapl:in emails, steve jobs determined to keep ipod apple-only...",1178
-1,you need to send me my iphone before i cancel @tmobile @apple,2482
-1,this is the 6th charger i've had to buy for my mac and they gave me the wrong one @apple #applesuport fix this wrongdoing give me a free one,323
-1,liberals should protest corporate greed and throw away all their nifty @apple products. #shutitdown #dcferguson,699
0,watch steve wozniak use #iphone6 to magically unlock a hotel room #woz @apple ,36
-1,dear apple this is the worse service ever @apple ,537
0,"@apple [#apple] #iphone7 release date speculations indicate sept 2015 launch, #apple .... (#wednesday, 3 #december) ",3
-1,"since all the software updates, my iphone, ipad and ipod touch will not charge and are royally fucked up @apple",3
-1,s/o @apple for this really great charger that works so well! #not,398
-1,cheeky @apple...  very cheeky.... no dice though... you can't own 'app store' it's a description not a product - ,1652
0,"@apple should buy @nintendo and @sega. they'd get emulation, characters, game content/portfolios, brand recognition, and developer contacts.",566
0,"#bug @apple #ios #spotlight #search search for twitter app, selecting search the web results are for input bea #6plus ",1137
0,#aapl #ios8 rt @benedictevans browser share ,1162
-1,@apple get your shit together with group chats on ios8,1163
-1,"@dangainor @apple but then how could they post to twitter (nasdaq: twtr), instagram (nasdaq: fb) or shutterfly (nasdaq: sfly)? #shutitdown",612
0,#russia is selling its banned #stevejobs #tribute #statue | @cultofmac  #apple #aapl #iphone #memorial #bastards,379
-1,fuck my fucking phone its fucking tripping im fucking tired of this fucking bullshit   im holding you responsible @apple,259
-1,. @apple why is my computer so slow,87
-1,rt @mkschuster: . @apple why is my computer so slow,456
-1,"really need tap-to-tweet back, @apple",106
-1,#peterhewer @apple iphone 6 claimed to copy a chinese smartphone design. ouch  ,392
1,love @apple #iphone5 but i need to upgrade soon  ,784
0,@mochasucks @renoxalex @apple that's what i'm saying!!!!,454
-1,@landonboyd93 @mochasucks @renoxalex @apple what about a penis emoji? i'm sick of implying that my dick looks like an eggplant.,104
1,love my @apple #macbookpro. best ever  ,269
-1,@apple there isn't a puke emoji i'm pissed fix it fat,315
0,@roamingwithruth @apple pretty cute guys,28
-1,i have 170 pictures and my storage is full @apple get it together,762
-1,rt @breyythatsmee: i have 170 pictures and my storage is full @apple get it together,56
-1,why #aapl stock had a mini-flash crash: money morning: nothing the analysts suggested would make a widely held... ,14
0,#apple's success has made it part of the 'payola scheme': #apple inc. (nasdaq: #aapl) recently reached a new m... ,585
-1,that would be brilliant! it's sad @apple doesn't allow mozilla's better engine @opensourceagent #opensource,251
-1,apples earbuds are so fucking weak they literally cannot withstand any god damn damage i have wasted so much money fuck @apple,53
-1,why is tom automatically capitalized and tommy isn't?? @apple you need to fix this. #autocorrectprobs,766
0,we should be able to name group texts. that would be great @apple,31
0,@apple @microsoft @stevejobs @billgates  common somebody ,6
-1,why is it so difficult to qualify for a #geniusbar appointment at @apple these days? #unneccessary,35
0,do i have to go to @apple if idr the code? -_-,28
0,"after-hours buzz: #aapl, bobe &amp; more: check out which companies are making headlines after the bell tuesday ",271
1,even #microsoft agrees #iphone6 is mind blowing. #aapl #design #product #innovation #mobile ,441
0,. @support @dickc how can anyone logjn &amp; reorder my tweets? i have 2step auth don't share passwords &amp; @apple said i've no malware @pmarca,600
-1,god dammit fuck you @apple,77
-1,rt @yungbaaz: god dammit fuck you @apple,188
-1,@apple do something you cunt @barackobama,1108
0,the u.s. government accepts donations to reduce the national #debt #fact @billgates @oprah @realdonaldtrump @warrenbuffett @apple @google,107
0,principled truths: eddy cue talks to fortune as apple appeals e-book price-fixing judgment. #aapl ,2378
0,principled truths: eddy cue talks to fortune as apple appeals e-book price-fixing judgment. #aapl... ,930
-1,i could punch whoever came up with the new @apple commercials. #makeitstop #ahhhhhhh,672
0,#aapl:the tell: apple patents way to save iphone from dropping and breaking...,48
-1,hey @apple can i catch a fucking maverick of a wave on an iphone? didn't think so. #surfsupsamsung,238
0,.@apple there needs to be a finger gun emoji pronto.,369
0,10 best steve jobs emails  #apple @apple,35
-1,"dear @apple, please fix your awdl issues.. ",695
0,are u #android or #ios? $aapl #samsung #aapl #applepay #apple #goodmore #givingtuesday #stonersports #3yearsof5sos #flashvsarrow #stocks,632
0,apple inc. goes to trial on anti-trust charges today  #aapl,783
-1,@apple what english is this? what do you mean? ,87
0,apple macbook (å£949.86)  @office_nerd @apple #tech ,825
-1,can #ipad conquer the enterprise? only if @apple has the guts to license #ios: ,1643
-1,@apple really need to up their battery game. because ain't no one got time to charge their phones #furstrated #annoyed #charging,985
-1,yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple,222
-1,@fazenikan @apple wrong @ homie,158
-1,@fazenikan @apple haha switch to @android,410
0,@fazenikan @apple did u overheat it,538
0,rt @ryansconcepts: @fazenikan @apple wrong @ homie,198
-1,rt @fazenikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple,945
-1,@fazenikan @apple i had the same thing. bought an iphone 5 when it came out and had to replace the battery after a month or two.,157
0,"#rumors #surface for @apple [#apple] #iphone6s and #iphone7 in #2015. (#wednesday, 3 #december) ",58
-1,"@fazenikan @apple lol iphone,weak. get on that lumia level bruh",221
1,great fcp x update from @apple today. that will do nicely! #video # editing,161
-1,rt @fazenikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple,14
0,great piece from @howardlake on @apple &amp; the new #red #app store - profits from exclusive content go to @globalfund: ,2606
-1,still can't merge multiple apple-id's @apple #fail ,371
1,# dyslexic iphone 6 users rejoice! thanks to @apple and 'voice text' hard to spell words are a thing of the past! ,1355
-1,@fazenikan @apple @applenws @appstore i know my iphone  dies at like 20%,459
-1,realised the reason @apple make huge phones is because they f**ked safari up by not allowing us to hide the address bar,148
-1,still can't merge multiple apple-id's @apple #fail ,279
0,intel and inevitability -  #aapl #intc #mchp,557
-1,why is there no black heart emoji @apple,1004
0,steve jobs emails featured in apple ipod us antitrust trial  #aapl,731
0,"trade $aapl #free nightly updates are #posted here on #twitter, or you can visit the #trade #aapl free #website here ",588
0,the rumoured @oppo r8207 looks very similar to a certain @apple #iphone6 ,484
0,the rumoured @oppo r8207 looks very similar to a certain @apple #iphone6 ,639
0,@apple @appleios rolled out #webgl to #ios8 3 months ago and just overtook @google @android in webgl support levels.,374
0,rt @stuff_sg: the rumoured @oppo r8207 looks very similar to a certain @apple #iphone6 ,671
0,oh my god. dont play with me. forreal. @apple,374
0,@apple tv fades away in #streaming video player market ,285
0,@apple patents active fall protection system that shifts #iphone in midair  #technology #fyi,104
0,#aapl:don't confuse morgan stanley decreasing apple's weighting by 1% with b...,503
1,rt @pyalot: @apple @appleios rolled out #webgl to #ios8 3 months ago and just overtook @google @android in webgl support levels.,1688
0,@fazenikan @apple restart it or wait till next apple update happens to me,444
-1,". @apple diag and support suck a lot! it says 'cannot connect server, try again', then 'ticket not found' #disgusting ",100
0, @apple default search engine,1418
0,gtat creditors want to question apple's jeff williams $aapl #aapl ,902
1,"brilliant tech! no more broken screens in #festivals, @apple via @techcrunch  ",114
0,update 2-steve jobs emails featured in apple ipod u.s. antitrust trial $aapl #aapl ,96
0,"'a lot of times, people don't know what they want, until you show it to them.' - steve jobs #aapl #apple",140
-1,i've sent my computer out to @apple twice for repairs in the last month and each time it comes back with a new problem something isn't right,219
-1,why? why have you put gay stuff in my fucking iphone @apple ,14
0,"#rumors #surface for @@apple [#apple] #iphone6s and #iphone7 in #2015. (#wednesday, 3 #december) ",4
-1,.@apple why do your computers like to crash on dead week before finals?,1665
-1,@sashametro its the iupdate process that is so incensing. what rubbish. hopefully @apple will be irrelevant again soon.,45
-1,@apple fix your apps.... if i click play it ain't playin'..... so it ain't really a play button is it?,2824
-1,i'm going to press the play button!! wait no i'm not :( @apple fix your apps ,613
-1,it's just dawned on me that i've probably spent more on replacing frayed / non functioning iphone cables than i've spent on iphones @apple,3570
-1,@mayhembcn iupdate is new since i needed a duns two years ago (web form + phone call) - ironic for an @apple req that it only supports ie8+,248
0,apple bears get fat payout from stock swoon; the 60-second plunge $aapl #aapl ,771
0,@gmoneyizme @apple how so true; making sales off their accessories!,401
-1,'@gmoneyizme: i've probably spent more on replacing non functioning iphone cables than i've spent on iphones @apple' - #switchtolumia,108
-1,l.a. school district halts ipad contract as fbi seizes documents $aapl #aapl ,711
0,"great coverage @epro of @comscore 's cyber monday data, but show me the top items by store, like this for @apple ",108
-1,@siri @apple @stevejobs @alarmthatdidntgooff this is disrespectful,468
1,apple's ios devices accounted for 78% of record setting cyber monday mobile sales $aapl #aapl ,419
0,@apple have patented an #iphone drop protection mechanism. is the is end of #crackedscreens?  ,56
1,you're probably reading this on an iphone built by the largest company around #aapl they broke more records  #impress,785
-1,how is 'never' interpreted as 'ask me again annoyingly soon' when ios apps ask to be rated?  @apple tell your devs never means never,147
1,apple's iphone crushes samsung's galaxy by more than 6 to1 in japan $aapl #aapl ,119
1,"@apple [#apple] #sales soar after launch of #iphone6. (#wednesday, 3 #december) ",1290
0,"as apple still struggles to meet iphone 6 demand, canaccord raises price target to $135  $aapl #aapl ",628
0,"@caderageous thx rt .@apple own 2600 digital languages (ip) = new #internet leader,10% of cost of #diy .@googlenexus ",372
1,so got the new #iphone6 and growing to love it. a bit bulky coming from the iphone5 but nice feel thanks @apple now waiting for #applewatch,385
0,rt @jpdesloges: gtat creditors want to question apple's jeff williams $aapl #aapl ,813
0,"sp500 technology bull% index: the apple experiment ?  $spy, $spx, $es_f, $xlk, $aapl #aapl  ",10
0,technical observation of the day: tested the 20 dma on apple $aapl #aapl ,129
0,apple's pt raised by jmp securities to $150.00. outperform rating.  $aapl #aapl,415
0,apple's pt raised by jmp securities to $150.00. outperform rating.  $aapl #aapl,36
0,"in emails, jobs determined to keep ipod apple-only  $aapl #aapl ",222
0,apple intraday comments - pre-opening - premium users  #aapl #stockaction #trading #stocks #mkt ,667
0,@apple working on making next phone drop in the safest way all the time...like a cat ,790
0,#apple's recent pullback a buy opportunity #aapl ,583
0,#apple's eddy cue talks about price-fixing on e-books: he'd 'do it again' #aapl ,358
0,"in a bay area courtroom, lawyers hit replay on @apple history, via @nytimes #antitrust @itunes #ipod  ",658
-1,#stevejobs' emails show how he wanted to smear competitors as ' #hackers' #aapl ,1925
0,why even apple is surprised by the enormous demand for the iphone 6 $aapl #aapl ,1049
0,apple - fibonacci technicals levels - intraday - pre-opening $aapl #aapl  ,31
-1,yo i didnt touch my phone at all and right when i disconnected it from the charger it went down 3% @apple we are gonna scrap right now,19
0,thestreet:  why even #apple is surprised by the enormous demand for the #iphone6. #aapl ,543
0,steve jobs' snarky testimony takes center stage in ipod class-action lawsuit opening  #aapl,262
0,#jimcramer you used the same logic to explain #tol earnings during the paek in housing..its a retailer..#aapl just like #amzn  not tech.,453
1,rt @consumerfeed: apple's pt raised by jmp securities to $150.00. outperform rating.  $aapl #aapl,157
0,block trade detected in #aapl,1351
0,#iphone6s rumors point to a curiousåêearly 2015 release - forbes #aapl ,1247
0,apple intraday comments - updated range - premium users  #aapl #stockaction #trading #stocks #mkt ,800
1,go apple! looks like a little squeeze again :) #aapl $stocks,26
0,is apple fairly valued at $115? #aapl #ios #applewatch #applepay #apple #iphone6 #iphone6plus #stocks #finance #stocks #trading #samsung,435
0,@apple #iphones of the future could save themselves when you drop them ,181
0,butterfingers and @apple do mix: @#applinsider: patents active fall protection system that shifts iphones in midair ,359
0,#applepay partner #stripe valued at $3.5 billion in funding #aapl ,329
0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  ,753
0,rt @jpdesloges: apple - fibonacci technicals levels - intraday  update - $aapl #aapl  ,34
-1,"my 17' macbook pro boots with pink vertical stripes, a gray screen, then shutting down and repeating...help @apple ",796
0,@jakeflem @apple what year is it?,23
0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  ,2125
0,@jakeflem @apple try booting while holding command r and see if you can do a disk repair,260
-1,gosh darnit @apple i dont know what the cloud is,485
0,#aapl:apple's eddy cue talks about price-fixing on e-books: he'd 'do it agai...,4
0,"@jakeflem @apple i had to get my logic board completely replaced, if it's under warranty they'll do it for free - make sure to back up b4",280
0,"big spending by consumers on cyber monday  #cybermonday, #paypal, #apple, #aapl, #ebay, #walmart, #wmt, #sales,... ",775
0,"allowing @apple final creative authority, @chase will debut the first spot featuring #applepay this week. ",568
0,"apple ceo tim cook talks technology with senator orrin hatch during washington, d.c. trip  #aapl",802
-1,@jakeflem @apple we've previously had to deal with this issue it's really annoying. try to reset the nvram ,797
-1,tell ur update to stop capitalizing everything @apple,37
-1,@sscomposer @apple seems to ignore any key presses like command r and is just doing its own thing.,1062
0,#aapl now moves a point faster the a new york driver changes lanes.,430
-1,@briannaurie @apple their autocorrect is so shit too,85
-1,"@jakeflem @apple but it won't fix the problem for good, could back and you might have to change the logic board, check with  apple genius :(",367
1,"#kantar: @apple [#apple] on track for 'record quarter' as #iphone6 sales bump up its .... (#wednesday, 3 #december) ",609
-1,@saifbins3eed @apple get the cloud to butt extension on your web browser,143
0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  ,240
-1, #yotaphone2 is the future of cell phones. @apple and @samsung should be scared.,362
1,cnbctv:  #cramer: #apple has no real competition #aapl ,1285
-1,cnbctv:  #chromecast beats #appletv #aapl ,1976
0,"apple intraday comments - updated range , - premium users  #aapl #stockaction #trading #stocks #mkt ",1026
0,@umo_games @apple thanks for the tip! seemed to do something but still pretty much the same. :(,1365
-1,@jokigenki @apple i think it's like 2011? can't look right now.,371
0,"trademark confusion: apple's app store trademark was rejected in australia, approved in europe  canada  $aapl #aapl ",334
-1,"lowkey, yosemite trash af i cant use my logic express 9 anymore @apple yall irritating the fuck outta me - sincerely a disgruntled person",1053
0,@jimcramer tks for setting the record straight for @apple investors!!!,662
-1,@jakeflem @apple yes it seems to fix it good the first time and then as time passes it deterioates until you have to change logic board,270
1,@jakeflem @apple  sorry that you're going through that hope you get this fix it was a real pain for us too  but apple care cover it for free,532
0,@alzaabi741 @apple i wish i could man.. i wish i could..,46
-1,they gotta do something '@_irapecouches: @sydneya @apple so trash my computer keeps freezing &amp; being dumb af after i upgraded to yosemite,20
-1,@_lanacarine_ @apple doesn't have a twitter @applebees this is your problem now,432
0,rt @thehill: justice department cites 18th century federal law to get @apple to unlock iphones: ,1067
-1,@umo_games @apple yeah no applecare here haha.,1120
0,transpartent resin infused #composite structures by @apple ,130
1,huge iphone 6 sales push ios market share up worldwide: report $aapl #aapl ,304
0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  ,398
0,anti-trust expert peter carstensen of @wisconsinlaw can discuss @apple #antitrust case in california federal court ,172
1,"taking apple's lead, amazon gets physical - news - harvard business school  @hbs @apple",367
0,rumors surface for #apple #iphone6s and #iphone7 in 2015 #aapl ,424
0,@apple s new patent against broken screens   @techcrunch #tech #iphone #business #innovation ,1249
-1,steve job's deposition in #ipod lawsuit could cost @apple $1 billion  #musicbiz #musicindustry #apple,1977
0,@apple s new patent against broken screens   @techcrunch #tech #iphone #business #innovation,871
1,7 awesome paid #iphone and #ipad apps that are free for a limited time via @bgr #aapl ,1431
0,@wdtuts @baxleyglass does because one belongs to @apple and the other to @ang and the third is from @adobe via #employeediscount.,901
0,"#verrì_cktes #gerì_cht: #iphone6s zum @apple [#apple] watch. (#wednesday, 3 #december) ",212
-1,did anyone update their yosemite? my macbook is running like shit. @apple #apple,639
0,rt @hypebot: steve job's deposition in #ipod lawsuit could cost @apple $1 billion  #musicbiz #musicindustry #apple,1851
1,"kantar: iphone 6 helps apple gain share over android, iphone 5c outselling iphone 6 plus in us $aapl #aapl ",1222
-1,"@jakeflem @apple that sucks, don't know what it cost in dollars but for us that was å£400 :(",889
0,#google #chromecast surpasses #apple tv in u.s. sales  #aapl #amazon #amazonfiretv #amzn #appletv,40
0,rt @kirkyuhnke: what do you think? want an @apple #watch? ,255
0,"@jakeflem @apple take it in. that's a faulty graphics card which was recalled. had exact prob, they replaced mine (for free) out of warranty",324
0,macbook pro 13   non-retina first startup:  via @youtube @apple #macbook #macbookpro #startup #hipster,512
0,macbook pro 13in unboxing:  via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing,177
0,ipad mini unboxing!:  via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing,57
0,ipad mini first time startup!:  via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox,11
0,.@apple patents new reflex drop technology for #mobile devices|learn how this could come in handy #mobiledose ,780
-1,"@sethlouey @apple ios updates bricked trish's phone too, seems like the apple is getting a bit rotten",57
0,update: #intel #intc led group said to back plan that would limit #qualcomm #qcom licensing fees #aapl #hpq  ,337
1,what's at the core of @apple's new #ios7? excellent updates for your phone's #mobilesecurity. #mcafee - ,109
0,@jakeflem @apple some info for you:    hope it helps. #pinkscreenofdeath,251
0,fbi investigates ipad school programme $aapl #aapl ,510
0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  ,140
0,hoping @firefox does not cave! @apple should allow other browser engines! #openup could soon come to ios techcrunch  ,32
0,#aapl:5 companies growing faster than apple...//rss.cnn.com/~r/rss/money_latest/~3/n1ps4cmqwl4/index.html,115
0,@buzz i sit home every friday night waiting for an invitation to join an @apple dev team.  (looks at his phone)   they'll call me one day.,211
0,why isn't there a dreidel emoji @apple,355
0,bluetooth 4.2 to bring direct internet connectivity and increased speed  #aapl,459
-1,"guys at @apple, is this serious? #yosemite full of stupid and ugly bugs. feeling #sad. (cc @tim_cook,@therealjonyive) ",257
1,#iphone6 #plus grabs 41% of u.s. #phablet sales #aapl ,381
0,it's important that apple not become the developer for the world. we need people to invent their own stuff.' - tim cook ceo of @apple,232
-1,can't believe @apple said melted keys on mac pro is not under warranty for a machine less than a year old. asking for å£500 to repair.,1018
0,huge iphone 6 sales put apple on course for record quarter $aapl #aapl ,1208
0,block trade detected in #aapl,996
0,cnbctv:  #apple takes the stand #aapl ,391
0,"check out @mercedes benz for @apple #ipad 2 &amp; 3 tan leather case 9' device, beige. #mercedesbenz  via @ebay",258
-1,hey @apple are you even thinking about fixing your wifi issues? #yosemiteproblems,20
0,@gregburke85 just wait until @apple inquisition feels like @apple origins...,291
0,"@ggheorghiu, @mhmcquiston's solution is offering an integration suite, something like @apple's approach",1023
-1,.@samsungtweets adds some heavyhitting #digitalhealth partners to rival @apple via @mobihealthnews ,610
-1,"if you listen to @apple, you'd think the only way to keep your brain sharp is thru certain apps they provide/sell. uh...reading, muhfugs",664
1,"the customer service from @apple  is the best. in for years having and enjoying their products, i have zero complains. thanks #apple",663
0,#new #foldable #macbook #pro falling on your laptop creates @apple s latest innovation ,416
-1,// when i have gone through 6 iphone chargers in the past montht hank s @apple,1161
-1,rt @hypebot: steve job's deposition in #ipod lawsuit could cost @apple $1 billion  #musicbiz #musicindustry #apple,23
0,in the trickle of information @apple has released on healthkit @vincekuraitis note 'going braid' strategy #hcub2014 ,981
0,pegraton may gain orders for 50% of the 2015 4.7' iphone 6s $aapl #aapl ,180
0,rt @hamzeianalytics: block trade detected in #aapl,1174
0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  ,690
1,@umo_games @apple thanks for the info. genius was able to get the computer booted by forcing the discreet video card on boot,1053
0,rt @drycomposites: transpartent resin infused #composite structures by @apple ,970
-1,every new iphone or update spellcheck suppress my greatness more and more...stop trying to tell me what to type @apple!!!,208
-1,you know why mac users were so happy to get turdbolt? because @apple eschewed esata since its inception. nut kicks to dead steve.,971
0,.@apple ceo @tim_cook visits @whitehouse  by @jmhattem,124
0,los angeles unified school district reportedly suspends ipad purchases following fbi raid $aapl #aapl ,428
-1,"more expensive @apple products failing after less than 18 months.  no warranty, no recourse. why is it we buy this junk again?",123
0,"@thehill @apple @tim_cook @whitehouse @jmhattem obviously part of the left's multi-talented, super-successful gays in business agenda.",165
0,matthew neville @apple on the shifting role of #customs compliance at global #customs compliance forum  #trade,1161
0,rt @thehill: .@apple ceo @tim_cook visits @whitehouse  by @jmhattem,135
0,rt @thehill: .@apple ceo @tim_cook visits @whitehouse  by @jmhattem,543
0,rt @thehill: .@apple ceo @tim_cook visits @whitehouse  by @jmhattem,277
0,"photo: cafì© mac @apple: check, shady groove @google: check. for not being a techie, i seem to frequent... ",38
0,rt @thehill: .@apple ceo @tim_cook visits @whitehouse  by @jmhattem,240
1,got to hear about the new patent by apple ... and that's a quite innovative idea.... @apple.  the mobile screen will never break in future,628
1,@jakeflem @apple yeay! glad it all worked out for you :),236
0,apple price-target rises to $140  #apple #aapl,117
-1,@apple pls let me know when yr sorti out problems wi ipadmini its freezing slow ,618
0,loved the discussion about @prcelines come back. @hblodget called it second to @apple turnaround #bi_ignition2014,515
0,the oddly uplifting story of the apple co-founder who sold his stake for $800  $aapl #aapl ,242
0,@umo_games @apple ended up getting a new computer anyhow (work computer) here's how you can switch between vid cards ,1428
-1,whoever downgrades from a iphone 6 to a 5s obviously doesn't understand the extra 20% battery life. every morning my 5s is dead. @apple,372
-1,@shagale @apple why'd you do this to us?!,114
0,"if @apple made tape dispensers and staplers, i would be all set! ",214
0,@apple granted patent for tech that shifts iphone's center-mass during fall to prevent damage to screen  #uspto,321
-1,@headxcreeps @apple fuck you apple,12
0,@bonerforesst @headxcreeps @apple bought this maybe two weeks ago and it's already started lol. ,32
0,.@google trumps @apple in streaming media sales  @mp_gavin,1052
0,.@google trumps @apple in streaming media sales ,357
-1,this new phone sucks i can't make it stand up or on its side i can't wait for the iphone 7 @apple fix this you dingles,304
-1,idk if it's my phone or what ! ip6 ain't shit but problems. @apple fix this shit !!,124
-1,"the iphone 6 may have a longer upgrade cycle - if so, expect unit sales to fall $aapl #aapl ",1183
0,rt @thehill: .@apple ceo @tim_cook visits @whitehouse  by @jmhattem,637
-1,waiting a week for a duns number is preventing me from being able to build and release a client's ios app. @apple why do you hate me so?,856
0,pegatron may handle more than half of 'iphone 6s' orders in 2015 [ios blog]  #aapl,1602
-1,"last month ip cable this month earpiece, give me a break @apple",103
0,is it time to buy the dip in apple inc. stock?  #aapl,0
-1,"more evidence that apple, inc. needs to refresh apple tv  #aapl",824
-1,@apple sometimes i have to restart my phone to make siri do speak selection and it's annoying #fixit,161
0,@apple is always the '#talk of the #town'. #crescentgate,336
-1,#aapl:apple back in court with $1 billion on the line...,1006
0,not sure if i want the 6 or the 6 plus @apple #iphone6 #iphone6plus #iphone  ,73
1,"companies i admire : @3qdigital @vaynermedia @apple. it must rocks to work there, because mainly of their boss and their culture.",105
0,is it time to buy the dip in apple inc. stock? $aapl #aapl ,211
0,is it time to buy the dip in #apple inc. stock? | the motley fool #aapl ,545
0,"more evidence that #apple, inc. needs to refresh #appletv | the motley fool #aapl ",288
